Title,Number,Abbreviation,AvgWorkloadRating,AvgDifficultyRating,AvgUtilityRating
GIS Technology Tools,49500,ABE,0,0,0
Social Media In Biol Edu,49500,BIOL,0,0,0
Research Experience In Env Pol,49500,POL,0,0,0
Engineer Sustainability Africa,49500,ECE,0,0,0
Water Resource Management,49500,POL,0,0,0
Animal Growth& Devlpmnt Lab,49500,ANSC,0,0,0
Protein Engineering Lab,49500,PHRM,0,0,0
Animal Growth/Development,49500,ANSC,0,0,0
Politics Media & Pres Elect,49500,COM,0,0,0
 Parkinson Disease Research,49500,PHRM,0,0,0
Fluorophore: Humic Acid Intr,49500,EEE,0,0,0
Membranes For Desalination,49500,EEE,0,0,0
Senior Sem In Neurobiology,49500,BIOL,0,0,0
Madness And The Asylum,49500,HIST,0,0,0
Adv Oxidatn Proc Coffee Wash,49500,EEE,0,0,0
Undergraduate Rsrch Experience,49500,POL,0,0,0
Soft Bioelectronics,49500,BME,0,0,0
Pro Eng Solid Modeling,49500,ABE,0,0,0
Medication Adherence Research,49500,PHRM,0,0,0
Hist Of Pres Com,49500,COM,0,0,0
Intro Biochemistry Laboratory,49500,BCHM,0,0,0
GIS Techology Tools,49500,ABE,0,0,0
Chemienzymatic Prot Tagging,49500,BME,0,0,0
Research In Pharmacology,49500,PHRM,0,0,0
Nanoparticles Drug Delivery,49500,PHRM,0,0,0
Drug Screen Program Research,49500,PHRM,0,0,0
Nucleation Simulation,49500,PHRM,0,0,0
Agricultural Engr Design,49500,ABE,0,0,0
Animal Behavior,49500,ANSC,0,0,0
Social Media,49500,COM,0,0,0
Proc Design Food & Bio Sys III,49500,ABE,0,0,0
Research In Pharmacy Practice,49500,PHRM,0,0,0
Anatomy/Physiology,49500,ANSC,0,0,0
PCa Radiosensitization,49500,PHRM,0,0,0
Undergraduate Seminar In Foods And Nutrition,49500,FN,0,0,0
Irrigation Technology Tools,49500,ABE,0,0,0
MCMP Protein Misfolding,49500,PHRM,0,0,0
Swine Feeding Zambia,49500,ANSC,0,0,0
Bacterial Genetics,49500,BIOL,0,0,0
Progesterone & Ovarian Structs,49500,ANSC,0,0,0
Engineer Sustainability Africa,49500,EEE,0,0,0
Food Process Unit Ops,49500,ABE,0,0,0
Dev Of Antibiotic Resistance,49500,EEE,0,0,0
Bio&Strct Aspcts Drug Dsg&Actn,49500,BIOL,0,0,0
Mentored Engineering Design,49500,BME,0,0,0
Humanigration: A Border Experience,49500,LALS,0,0,0
Parkinson's Disease,49500,PHRM,0,0,0
Reading In Soc Neuroscience,49500,BIOL,0,0,0
Functional Biomaterials,49500,PHRM,0,0,0
Topics In Clinical Research,49500,PHRM,0,0,0
Dollars Dockts Moblztn Of Bias,49500,POL,0,0,0
TALEN Gene Editing,49500,BIOL,0,0,0
Intro To Comm Research I,49500,PHRM,0,0,0
Orthopaedic Biomechanics,49500,BME,0,0,0
Biofuels From Carbon Dioxide,49500,EEE,0,0,0
Nanoparticle Drug Delivery,49500,PHRM,0,0,0
Animal Nutrition,49500,ANSC,0,0,0
Dry Coating Pharm Solids,49500,PHRM,0,0,0
Global PR,49500,COM,0,0,0
Biomedical Microscopy,49500,BME,0,0,0
Biol&Food Proc Unit Operations,49500,ABE,0,0,0
Undergraduate Research Experience,49500,POL,0,0,0
Crystallization,49500,PHRM,0,0,0
Media Influe Conflt Envir,49500,COM,0,0,0
Drug Abuse Laboratory Research,49500,PHRM,0,0,0
Global Change Ecology Seminar,49500,BIOL,0,0,0
Medical Topics In Biochemistry,49500,BCHM,0,0,0
PHPR Research Experience,49500,PHRM,0,0,0
Protein Modifications In PD II,49500,PHRM,0,0,0
Swine Management,49500,ANSC,0,0,0
Indian Removal 19th Cent US,49500,HIST,0,0,0
Cell & Molecular Desgn Prinpls,49500,ABE,0,0,0
Senior Sem In Plant Ecology,49500,BIOL,0,0,0
Reputation And Reliability,49500,POL,0,0,0
Dissolution Of Amorphous Disp,49500,PHRM,0,0,0
Rem Of Chem & Bio Cont W Nanom,49500,EEE,0,0,0
Turfgrass Arthropods,49500,ENTM,0,0,0
Crystallization Of Organics,49500,PHRM,0,0,0
3D Modeling Of Bioscaffolds,49500,BME,0,0,0
Storm Water Design,49500,ABE,0,0,0
Multidisciplinary Engr Econ,49500,IDE,0,0,0
Media Literacy & Social Good,49500,COM,0,0,0
Am Missionaries In East Asia,49500,HIST,0,0,0
Pharmaceutical Crystals,49500,PHRM,0,0,0
Ethanol Proc Design,49500,ABE,0,0,0
Party Comptn Devel Countries,49500,POL,0,0,0
Vet Survey Research,49500,ANSC,0,0,0
Healthcare System Engineering,49500,BME,0,0,0
Social Media & PR,49500,COM,0,0,0
Chilled Beam Empirical Model,49500,EEE,0,0,0
Exploring Protein Structures,49500,BIOL,0,0,0
Res Exp In Political Science,49500,POL,0,0,0
Intro EEE Seminar,49500,EEE,0,0,0
Undergraduate Research,49500,ABE,0,0,0
Urban Water Projects,49500,EEE,0,0,0
Genetics Of Fragile X,49500,BIOL,0,0,0
Industrial Practices Seminar,49500,IE,0,0,0
EEE Seminar,49500,EEE,0,0,0
Women Modern America 1950-Pres,49500,HIST,0,0,0
Teach FRYE Laboratory,49500,BIOL,0,0,0
Parkinson's Disease Research,49500,PHRM,0,0,0
NP Release Kinetics,49500,PHRM,0,0,0
Risk Communication,49500,COM,0,0,0
Molecular Pharm Of GPCRS,49500,PHRM,0,0,0
The Age Of Elvis,49500,HIST,0,0,0
Crystal Engineering Lab,49500,PHRM,0,0,0
Miscibility Studies,49500,PHRM,0,0,0
Proc Design Food & Bio Syst II,49500,ABE,0,0,0
Forensic Digital Imaging Meth,49500,ENTM,0,0,0
Drug Delivery,49500,PHRM,0,0,0
Carbon Nanotube Technology,49500,EEE,0,0,0
Prep Seminar/Haiti,49500,ANSC,0,0,0
Undergrad Res Expernce-Honors,49500,POL,0,0,0
Autobiographies & Memoirs,49500,HIST,0,0,0
Applied Nuclear Pharmacy,49500,NUPH,0,0,0
Introduction To GIS,49500,ABE,0,0,0
EEE Senior Design,49500,EEE,0,0,0
American Foreign Relations,49500,HIST,0,0,0
Critical Think W/Brian Lamb,49500,COM,0,0,0
Research In Biotechnology,49500,PHRM,0,0,0
Formulating Inhaled Antibiotic,49500,PHRM,0,0,0
Engineering And Society,49500,ECE,0,0,0
Diffusion Studies,49500,PHRM,0,0,0
Career Laboratory Assessment,49500,PHRM,0,0,0
Gender Revolution Mod Amer,49500,HIST,0,0,0
Protein Engineering,49500,PHRM,0,0,0
Biomolecular Engineering,49500,BME,0,0,0
History Of Mktng The Pres,49500,COM,0,0,0
American Imperialism,49500,HIST,0,0,0
Research In Biotechnology II,49500,PHRM,0,0,0
Env Ecol Reg And Compliance,49500,EEE,0,0,0
Medication Therapy Management,49500,PHRM,0,0,0
LCA Of Wood Furniture Industry,49500,EEE,0,0,0
War And Gender,49500,HIST,0,0,0
Heat & Mass Trnsfr In Bio Sys,49500,ABE,0,0,0
Black Women In Politics,49500,POL,0,0,0
Genetic Health Education,49500,BIOL,0,0,0
Rec Turf Water Mgmt & Design,49500,ABE,0,0,0
Political Communication,49500,COM,0,0,0
Process Design Food & Biol Sys,49500,ABE,0,0,0
Protein Modification In PD III,49500,PHRM,0,0,0
Cell Mechanics,49500,BME,0,0,0
Introduction To Bioimaging,49500,BME,0,0,0
Southwest Dairy Consortium,49500,ANSC,0,0,0
Sr Prof Design Seminar,49500,IDE,0,0,0
Computer Aided Drug Design,49500,PHRM,0,0,0
Pharmacy Term App Research,49500,PHRM,0,0,0
1960s America,49500,HIST,0,0,0
Animal Breeding,49500,ANSC,0,0,0
Seminar On Native America,49500,HIST,0,0,0
LCA Of Sustain Nanocomposites,49500,EEE,0,0,0
Spain In Amer Southwest,49500,HIST,0,0,0
Sust Energy Soln In Iceland,49500,EEE,0,0,0
Model Analysis Agroecosystems,49500,EEE,0,0,0
Protein Mutation In Parkinsons,49500,PHRM,0,0,0
Pharmaceutical Research Special Topics,49500,PHRM,0,0,0
PR Research Methods,49500,COM,0,0,0
Wastewater Treatment Process,49500,EEE,0,0,0
CSPAN:Com Democracy Thru Media,49500,COM,0,0,0
Evolution,49500,BIOL,0,0,0
Sports Communication,49500,COM,0,0,0
Conservation Practice Planning,49500,ABE,0,0,0
Turf Insect Pest Management,49500,ENTM,0,0,0
Career Com & Prof Writing,49500,COM,0,0,0
Public Behvr & Soc Dynamics,49500,COM,0,0,0
Undergraduate Research,49500,PHRM,0,0,0
Electoral System Design,49500,POL,0,0,0
Res Lower Federal Cts III,49500,POL,0,0,0
Independent Research,49500,PHRM,0,0,0
PR And Social Media,49500,COM,0,0,0
Env Materials And Chemistry,49500,EEE,0,0,0
Pharmacology Research,49500,PHRM,0,0,0
Molecular Pharm Of GPCR's,49500,PHRM,0,0,0
Des & Test Of Perm Membranes,49500,EEE,0,0,0
Computational Neuroscience,49500,BME,0,0,0
Special Assignments,49500,BIOL,0,0,0
Interprofessional Learning,49500,PHRM,0,0,0
Undergraduate Seminar In Foods And Nutrition,49500,NUTR,0,0,0
Dolphin Nutrition Intervention,49500,BIOL,0,0,0
Research In Medicinal Chem,49500,PHRM,0,0,0
Biomechanics Research,49500,BME,0,0,0
Prof Pract Ag Biol Eng,49500,ABE,0,0,0
Vibration Measurement,49500,ABE,0,0,0
Cancer Research,49500,PHRM,0,0,0
CV Mechanical Support & Device,49500,BME,0,0,0
Antibiotic Resistance,49500,EEE,0,0,0
Mental Health And Pub Policy,49500,POL,0,0,0
Campaigns And Elections,49500,COM,0,0,0
Sectional Crisis Am Civil War,49500,HIST,0,0,0
Research/ Medicinal Chemistry,49500,PHRM,0,0,0
Teach Fundamentals Biology,49500,BIOL,0,0,0
Research In Cancer Biology,49500,PHRM,0,0,0
ResEx PolSci:Latino Immigrants,49500,POL,0,0,0
Native Am Colonial Settlmnt,49500,HIST,0,0,0
Sports Broadcasting,49500,COM,0,0,0
Research Medicinal Chemistry,49500,PHRM,0,0,0
Adv Thermo In Bioeng,49500,ABE,0,0,0
Remote Sensing Tech Tools,49500,ABE,0,0,0
Persistent Myths In Amer Hist,49500,HIST,0,0,0
Computation For Engr Sys,49500,ABE,0,0,0
Health Outcome Research,49500,PHRM,0,0,0
Mathematical Models Physiology,49500,BME,0,0,0
Amorphous Formulations,49500,PHRM,0,0,0
Project Planning & Management,49500,ABE,0,0,0
Sports PR,49500,COM,0,0,0
Production Of Biofuels,49500,EEE,0,0,0
Planning Romania Trip,49500,ANSC,0,0,0
Professional Experience In ABE,49500,ABE,0,0,0
Water Quality & Odor Research,49500,EEE,0,0,0
Professional Internship,49500,NUCL,0,0,0
Food Process Engineering,49500,ABE,0,0,0
Senior Seminar,49500,ECE,0,0,0
Honors Chromatin Research,49500,PHRM,0,0,0
RPh Attitudes On Narcotic Use,49500,PHRM,0,0,0
Producing Digital Advertising,49500,COM,0,0,0
Resource Recovery From Urine,49500,EEE,0,0,0
Crisis PR,49500,COM,0,0,0
Ag Machinery For Engineers,49500,ABE,0,0,0
Crystal Disease,49500,PHRM,0,0,0
Research & Reading Cancer Bio,49500,PHRM,0,0,0
Politics & Pop Music 1945-1969,49500,HIST,0,0,0
Current Topics Non-Coding RNA,49500,BIOL,0,0,0
Host Pathogen Interactions,49500,PHRM,0,0,0
International Security Res,49500,POL,0,0,0
Psychedelic Therapy Research,49500,PHRM,0,0,0
Agricultural Systems Management Capstone Project,49500,ASM,0,0,0
Research Medicinal Chemistry I,49500,PHRM,0,0,0
Audio Research Project,49500,ECE,0,0,0
Prod Video For Soc Media,49500,COM,0,0,0
Microbiology Lab Development,49500,BIOL,0,0,0
Anatomy/Domestic Animals,49500,ANSC,0,0,0
Comp Judicial Activism,49500,POL,0,0,0
Molecular Pharm Of GPCRs,49500,PHRM,0,0,0
Res Breast Cancer Metastasis,49500,PHRM,0,0,0
Advanced Forensic Studies,49500,ENTM,0,0,0
Pharm Pract Research Project,49500,PHRM,0,0,0
Mgrl Rsch Tech In Strat PR,49500,COM,0,0,0
Research Topics In Pediatrics,49500,PHRM,0,0,0
Transp Op Food & Bio Sys III,49500,ABE,0,0,0
Introduction ANSYS Workbench,49500,ABE,0,0,0
Momentum Transfer,49500,ABE,0,0,0
EEE Design Skills,49500,EEE,0,0,0
EEE Senior Design Lab,49500,EEE,0,0,0
Sea Turtle Conservation,49500,BIOL,0,0,0
Medication Disposal Research,49500,PHRM,0,0,0
Physiology/Domestic Animials,49500,ANSC,0,0,0
Special Topics In PR,49500,COM,0,0,0
Special Topics,49500,PHRM,0,0,0
Flight And Space,49500,HIST,0,0,0
Dis Behv Od Amorphous Sld Disp,49500,PHRM,0,0,0
Drug Library Research,49500,PHRM,0,0,0
US Dairy Education & Training,49500,ANSC,0,0,0
Haiti Post Trip,49500,ANSC,0,0,0
School Of Health Sciences Senior Honors Seminar,49501,HSCI,0,0,0
ASIC Fabrication And Test I,49595,ECE,0,0,0
Senior Seminar,49595,ECE,0,0,0
Software For Embedded Systems,49595,ECE,0,0,0
Power Electronics Laboratory,49595,ECE,0,0,0
Selected Topics In Electrical And Computer Engineering,49595,ECE,0,0,0
Senior Design Special Projects,49595,ECE,0,0,0
ECE Senior Design Project,49595,ECE,0,0,0
Fund Of Computer Graph,49595,ECE,0,0,0
Selected Tpcs In ECE,49595,ECE,0,0,0
Compressed Sensing,49600,ECE,0,0,0
Computer Networks Research,49600,ECE,0,0,0
Thin-Film Deposition & Measure,49600,ECE,0,0,0
Automated Reasoning,49600,ECE,0,0,0
Data Visualization,49600,ECE,0,0,0
FPGA Lab Development Project,49600,ECE,0,0,0
Optical Sensing In Wound Care,49600,ECE,0,0,0
Telemetry Analysis,49600,ECE,0,0,0
Electric Vehicle Data System,49600,ECE,0,0,0
Electromagnetics Android Apps,49600,ECE,0,0,0
CG Appl To Interior Finishes,49600,ECE,0,0,0
CMOS Plasmonic Waveguides,49600,ECE,0,0,0
Image Analysis In The Cloud,49600,ECE,0,0,0
Rsrch On Electromagnetics II,49600,ECE,0,0,0
Modeling Of Financial Signal,49600,ECE,0,0,0
Teaching Practicum,49600,ECE,0,0,0
Nanophotonic Waveguides,49600,ECE,0,0,0
Spintronics,49600,ECE,0,0,0
Evaluation Of Nutrition Science Research,49600,NUTR,0,0,0
Electromagnetics Android Appl,49600,ECE,0,0,0
Algoriths And Circ Des Cad,49600,ECE,0,0,0
Embedded Vision & Mch Learning,49600,ECE,0,0,0
Plasma Based RF Limiters,49600,ECE,0,0,0
Signal Image Understanding,49600,ECE,0,0,0
Embedded Applications Analysis,49600,ECE,0,0,0
Independent Inquiry in Movement and Sport Sciences,49600,HK,0,0,0
Soc Integration & Test,49600,ECE,0,0,0
Context Aware Wireless Res,49600,ECE,0,0,0
Fault Tolerant Research,49600,ECE,0,0,0
Open Source Electric Vehicles,49600,ECE,0,0,0
Optimal Benchmark Tracking,49600,ECE,0,0,0
Thermal Rotational Electronics,49600,ECE,0,0,0
Robot Modeling And Animation,49600,ECE,0,0,0
Image Processing Fundamentals,49600,ECE,0,0,0
Sprots Telemetry,49600,ECE,0,0,0
Funds Of Nanoelectronics,49600,ECE,0,0,0
Senior Design Tutorial Dev,49600,ECE,0,0,0
Laser Excitation Of Tissue,49600,ECE,0,0,0
High Frequency Power Elec,49600,ECE,0,0,0
Student Teaching In The Elementary School,49600,EDCI,0,0,0
Nanodevice Characterization,49600,ECE,0,0,0
Per Det Rec For Smart Hm Offc,49600,ECE,0,0,0
Char Of Plasmonic Materials,49600,ECE,0,0,0
MRI Of MTBI,49600,ECE,0,0,0
Reasoning System-Ontic,49600,ECE,0,0,0
Imaging Of Mtbi,49600,ECE,0,0,0
Visual Analytics Fundamentals,49600,ECE,0,0,0
Thermophotovoltaic Design,49600,ECE,0,0,0
Wireless Systems And Sensors,49600,ECE,0,0,0
Digital Sys Lab Development,49600,ECE,0,0,0
FPGA Motor Control Project,49600,ECE,0,0,0
Python Machine Learning,49600,ECE,0,0,0
E-Near-Zero Metamaterials,49600,ECE,0,0,0
VS Model For Thin Film Fets,49600,ECE,0,0,0
Image J Research Project,49600,ECE,0,0,0
Cadence PDK Development,49600,ECE,0,0,0
Power Research Project,49600,ECE,0,0,0
Debugging Dist Software Sys,49600,ECE,0,0,0
Nano Device Research,49600,ECE,0,0,0
Rapid Motor Cntrl Prototyping,49600,ECE,0,0,0
OADA Tests Develop,49600,ECE,0,0,0
Wireless Telemetry,49600,ECE,0,0,0
Analyze Many Data Streams,49600,ECE,0,0,0
"Project Design and Development, Phase I",49600,ECET,0,0,0
CVK Converter Exp II,49600,ECE,0,0,0
Smartphone App Energy Mgmt,49600,ECE,0,0,0
Brain Injury Imaging,49600,ECE,0,0,0
Big Data Analytics,49600,ECE,0,0,0
High Voltage RF Mems Devices,49600,ECE,0,0,0
Model Intergrated Computing,49600,ECE,0,0,0
Elect Engr Projects,49600,ECE,0,0,0
Mimo Sensing Communication,49600,ECE,0,0,0
Catence PDK Development,49600,ECE,0,0,0
Arm Controllers For Education,49600,ECE,0,0,0
Soc Cap & Soc Ntwk In Org,49600,COM,0,0,0
Wireless Mems Sensor R&D,49600,ECE,0,0,0
Nelder Mead With Constraints,49600,ECE,0,0,0
Human Behavior Analysis,49600,ECE,0,0,0
Distributed Camera Network,49600,ECE,0,0,0
Teaching Practicum In ECE,49600,ECE,0,0,0
Nano Material Transfer,49600,ECE,0,0,0
System On Cnip Design Flow,49600,ECE,0,0,0
Quantum Transport,49600,ECE,0,0,0
TBI Neuroimaging,49600,ECE,0,0,0
Haptics For Martial Art Kicks,49600,ECE,0,0,0
CUK Converter Experiments III,49600,ECE,0,0,0
Game Semantic Parsing,49600,ECE,0,0,0
Actuator Design,49600,ECE,0,0,0
Wireless Power Transfer,49600,ECE,0,0,0
System Verilog,49600,ECE,0,0,0
Research On Wireless Cameras,49600,ECE,0,0,0
Rev Of Wireless Pressure Mon,49600,ECE,0,0,0
Reconfigurable RF Filter,49600,ECE,0,0,0
III-V Mosfet Research,49600,ECE,0,0,0
Fmri Of Mtbi,49600,ECE,0,0,0
Efficient Power Amplifiers,49600,ECE,0,0,0
SIMD SIMT Processor Des & Impl,49600,ECE,0,0,0
Consensus Problem,49600,ECE,0,0,0
Wireless Sensors Reliability,49600,ECE,0,0,0
ECE Education Res Projects,49600,ECE,0,0,0
Adaptive Signal Processing,49600,ECE,0,0,0
Chemical Plant Automation,49600,ECE,0,0,0
Ros Programming For Robots,49600,ECE,0,0,0
Mec Of A Pmac Machine,49600,ECE,0,0,0
Systems Software Res Training,49600,ECE,0,0,0
Part Time CPT,49600,ECE,0,0,0
Field Simulations,49600,ECE,0,0,0
Electric Vehicle Dyno Research,49600,ECE,0,0,0
DTI Of  MTBI,49600,ECE,0,0,0
UWB Propagation Project,49600,ECE,0,0,0
Clean Energy System Design,49600,ECE,0,0,0
Python Signal Processing,49600,ECE,0,0,0
Thermoelertic Power Generation,49600,ECE,0,0,0
Engr Nitride Super Lattice,49600,ECE,0,0,0
Embedded Signal Processing,49600,ECE,0,0,0
Computer Network Research,49600,ECE,0,0,0
E Near Zero Metamaterial II,49600,ECE,0,0,0
Cmos Rf Modeling,49600,ECE,0,0,0
Research On Electromagnetics,49600,ECE,0,0,0
Char Of Plasmonic Metamaterial,49600,ECE,0,0,0
Approximate Computing,49600,ECE,0,0,0
Smart Vehicles,49600,ECE,0,0,0
RF Mems Accelerometer,49600,ECE,0,0,0
Machine Learning In 1D Signals,49600,ECE,0,0,0
Pcb Characterization,49600,ECE,0,0,0
Renewable Energy Integration,49600,ECE,0,0,0
Num Sim Plasmonic Waveguide,49600,ECE,0,0,0
Nedler Mead Algorthm Apps,49600,ECE,0,0,0
App Algorithms To Circ Des CAD,49600,ECE,0,0,0
Computational Thinking,49600,ECE,0,0,0
Part-Time CPT,49600,ECE,0,0,0
Nanoelectronic Modeling,49600,ECE,0,0,0
Basic Measur And Reg For EMC,49600,ECE,0,0,0
Electromagnetically Secure ICs,49600,ECE,0,0,0
PV System Optimization,49600,ECE,0,0,0
Laser Nano Manufactory,49600,ECE,0,0,0
Optical Imaging,49600,ECE,0,0,0
CAD For MEMS,49600,ECE,0,0,0
Nelder Mead App II,49600,ECE,0,0,0
Wireless Capacitance Sensor,49600,ECE,0,0,0
Config Errors In Web Services,49600,ECE,0,0,0
Time Scale Creator Projector,49600,ECE,0,0,0
MRI Image Analysis,49600,ECE,0,0,0
Control Of DC-DC Converters,49600,ECE,0,0,0
Accessing ECE Fuhndamentals,49600,ECE,0,0,0
Graffiti Image Processing,49600,ECE,0,0,0
International Internship,49600,ECE,0,0,0
Satellite Design Construction,49600,ECE,0,0,0
Case Studies In Clinical Nuclear Medicine,49600,NUPH,0,0,0
Landauer Radiation Sensor,49600,ECE,0,0,0
Impact Telemetry,49600,ECE,0,0,0
Video Surveillance Analysis,49600,ECE,0,0,0
Crtl Of Aircrft Gen-Honors,49600,ECE,0,0,0
Ultrasonic Sensor On CMOS,49600,ECE,0,0,0
Student Tch Elem Sch,49600,EDCI,0,0,0
Image Processing Research,49600,ECE,0,0,0
Ubiquitous Computing Research,49600,ECE,0,0,0
FMRO Of Sports Injury,49600,ECE,0,0,0
Motion Powered Sensors II,49600,ECE,0,0,0
Investigation Of CMOS By Siml,49600,ECE,0,0,0
Financial Signal Processing,49600,ECE,0,0,0
Failure Distr In Distr Sys,49600,ECE,0,0,0
Sports Telemetry,49600,ECE,0,0,0
Projects & Prob In ECE Edu,49600,ECE,0,0,0
Reconfigurable H/W Integration,49600,ECE,0,0,0
Java Image Processing,49600,ECE,0,0,0
CUK Converter Experiments,49600,ECE,0,0,0
Tunable Wireless Components,49600,ECE,0,0,0
CUK Converter Experiment IV,49600,ECE,0,0,0
Multicultural Professional Experience,49600,AGR,0,0,0
Smart Electric Vehicles,49600,ECE,0,0,0
Automated Reasoning Research,49600,ECE,0,0,0
Engry Harvesting Devices Eval,49600,ECE,0,0,0
CADS For Mems,49600,ECE,0,0,0
High Frequency Converters,49600,ECE,0,0,0
Electromagnetic Analysis,49600,ECE,0,0,0
Paper Based UTI Sensor,49600,ECE,0,0,0
Android Ios Programming,49600,ECE,0,0,0
Mobile/Tabletop Collaboration,49600,ECE,0,0,0
Satellite Design,49600,ECE,0,0,0
Lab Interfacting Project,49600,ECE,0,0,0
Hybrid Electric Vehicles,49600,ECE,0,0,0
Electrical And Computer Engineering Projects,49600,ECE,0,0,0
PCB Circuit Design,49600,ECE,0,0,0
Web Programming,49600,ECE,0,0,0
Lab Development Practicum,49600,ECE,0,0,0
Visualization,49600,ECE,0,0,0
Developing Simulation Tools,49600,ECE,0,0,0
Robot Actuator Design,49600,ECE,0,0,0
Motion Powered Sensors,49600,ECE,0,0,0
Ahase Recovery,49600,ECE,0,0,0
Visual And Data Analytics,49600,ECE,0,0,0
Ece Teaching Practicum,49600,ECE,0,0,0
Radiation Sensor Development,49600,ECE,0,0,0
Wireless Sensors,49600,ECE,0,0,0
RF Limiter Technologies,49600,ECE,0,0,0
Instruments For Elec Vehicles,49600,ECE,0,0,0
DSP In Cryptography,49600,ECE,0,0,0
Wireless Blast Sensor,49600,ECE,0,0,0
MRI Of Brain Trauma,49600,ECE,0,0,0
Open Source Electric Vehicle,49600,ECE,0,0,0
Visuohaptic Sports Training,49600,ECE,0,0,0
Research In Energy Systems,49600,ECE,0,0,0
RF Filters,49600,ECE,0,0,0
Dti Of Mtbi,49600,ECE,0,0,0
Robot Actvator Design,49600,ECE,0,0,0
Capacitor Modeling Simulating,49600,ECE,0,0,0
Millimeter Wave Wireless,49600,ECE,0,0,0
Java Machine Learning,49600,ECE,0,0,0
Applied Rsrch Proposal,49600,AT,0,0,0
A CMOS Low-Noise Amplifier,49600,ECE,0,0,0
Undrgrad Practical Training,49600,ECE,0,0,0
Problems In ECE Education,49600,ECE,0,0,0
Plasma RF Electronics,49600,ECE,0,0,0
System On Chip Testbed Design,49600,ECE,0,0,0
Integrity Of Database,49600,ECE,0,0,0
Elect And Comp Engr Projects,49600,ECE,0,0,0
Soc Design And Verification,49600,ECE,0,0,0
RFID Power Generation,49600,ECE,0,0,0
Image Analysis,49600,ECE,0,0,0
Adaptive RF Filters,49600,ECE,0,0,0
ECE Teaching Practicum,49600,ECE,0,0,0
Android Camera Application,49600,ECE,0,0,0
Remote Sensing Experiments,49600,ECE,0,0,0
Ald And Cvd Of TwoD Materials,49600,ECE,0,0,0
Telemetry And Imaging,49600,ECE,0,0,0
Mobile Cloud Computing,49600,ECE,0,0,0
Comparing CPLD Audio Filters,49600,ECE,0,0,0
Soc Design & Verification,49600,ECE,0,0,0
Electrical Engineering Projects,49600,ECE,0,0,0
Soc Prototyping,49600,ECE,0,0,0
Crowd Analysis From Images,49600,ECE,0,0,0
Surveillance Video Analysis,49600,ECE,0,0,0
Scalable Computational Genomic,49600,ECE,0,0,0
Wireless Biomedical Implants,49600,ECE,0,0,0
Signal Understanding,49600,ECE,0,0,0
Research In Resonant Diodes,49600,ECE,0,0,0
PV System Modeling,49600,ECE,0,0,0
Novel Microwave Devices,49600,ECE,0,0,0
Placement & Routing Algorithms,49600,ECE,0,0,0
Communicating Difference,49600,COM,0,0,0
Satellite Document Manager,49600,ECE,0,0,0
Soc Core Design,49600,ECE,0,0,0
Analysis Of Video Streams,49600,ECE,0,0,0
Independ Study Video Processng,49600,ECE,0,0,0
Wireless Temperature Sensors,49600,ECE,0,0,0
Global Network Cameras,49600,ECE,0,0,0
Binocular Corr Of Contours,49600,ECE,0,0,0
Optical Forces Research,49600,ECE,0,0,0
Fault Tolerant Systems,49600,ECE,0,0,0
FPGA Prototyping Of SOCs,49600,ECE,0,0,0
High Dimensional Data Analysis,49600,ECE,0,0,0
Circular Statistics,49600,ECE,0,0,0
Wirelss Mems,49600,ECE,0,0,0
Dynamic Virtual Ground,49600,ECE,0,0,0
Financial Signal Modeling,49600,ECE,0,0,0
Radiation Circuitry,49600,ECE,0,0,0
Ethics And Philosophy Of Info,49600,COM,0,0,0
Electric Vehicle Design,49600,ECE,0,0,0
Networks Research,49600,ECE,0,0,0
Imprv Coll Wrk In ECE Labs,49600,ECE,0,0,0
Optimizing Irregular Programs,49600,ECE,0,0,0
Signal Algorithms,49600,ECE,0,0,0
Char & Des Thermophotovoltaics,49600,ECE,0,0,0
Rsrch In Heterogeneous Network,49600,ECE,0,0,0
Human Computer Interaction,49600,ECE,0,0,0
PCB Signal Integrity,49600,ECE,0,0,0
Observe Human From Video,49600,ECE,0,0,0
Negotiation & Everyday Life,49600,COM,0,0,0
FMRI Of MTBI In Athletes,49600,ECE,0,0,0
Applied Research Proposal,49600,AT,0,0,0
Haptics To Enhance VR Training,49600,ECE,0,0,0
Part-time Curric Prac Train,49600,ECE,0,0,0
Wireless Energy Transfer,49600,ECE,0,0,0
Nuclear Battery Research,49600,ECE,0,0,0
Distributed System Debugging,49600,ECE,0,0,0
Wireless Microsensors,49600,ECE,0,0,0
Signal Proc For Precision Ag,49600,ECE,0,0,0
Web Programming Interface,49600,ECE,0,0,0
Independ Study Video Process,49600,ECE,0,0,0
Wireless Communications,49600,ECE,0,0,0
ECE Lab Development,49600,ECE,0,0,0
System On Chip Design,49600,ECE,0,0,0
Telemetry Apps,49600,ECE,0,0,0
CubeSat,49600,ECE,0,0,0
Person Detection & Recognition,49600,ECE,0,0,0
Diff Transceivers-Honors,49600,ECE,0,0,0
Streaming Mobile Apps,49600,ECE,0,0,0
Haptic Touch Device Dev,49600,ECE,0,0,0
PCB Design For Wireless Sensor,49600,ECE,0,0,0
Neurotrauma Imaging,49600,ECE,0,0,0
Soc Integration And Test,49600,ECE,0,0,0
Basic HIV Modeling,49600,ECE,0,0,0
Permanent Magnet Char,49600,ECE,0,0,0
"Women, Gender, And Leadership",49600,COM,0,0,0
Professional Internship,49600,IE,0,0,0
