"","Title","Number","Abbreviation","AvgWorkloadRating","AvgDifficultyRating","AvgUtilityRating"
"5795","Roman Satire",44300,"LATN",0,0,0
"5796","Swine Management",44300,"ANSC",0,0,0
"5797","Clinic Rotations VI",44300,"VM",0,0,0
"5798","Neuroscience Of Movement",44300,"HK",0,0,0
"5799","Introductory Environmental Fluid Mechanics",44300,"CE",0,0,0
"5800","Laboratory In Foodservice Systems Management",44300,"NUTR",0,0,0
"5801","Food Processing III",44300,"FS",0,0,0
"5802","Arthropods And Diseases Of Turfgrass",44300,"BTNY",0,0,0
"5804","Arthropods And Diseases Of Turfgrass",44300,"ENTM",0,0,0
"5805","Industrial Practices Seminar",44300,"AAE",0,0,0
"5806","Management Of Human Resources",44301,"MGMT",0,0,0
"5807","Managing Human Capital Globally",44310,"MGMT",0,0,0
"5808","Leadership & Organizational Change",44362,"MGMT",0,0,0
"5809","Roman Philosophers",44400,"LATN",0,0,0
"5810","Weather Analysis And Forecasting",44400,"AGRY",0,0,0
"5811","Working With Families In Early Childhood Programs",44400,"HDFS",0,0,0
"5812","Wireless Systems: Design And Measurement",44400,"ECET",0,0,0
"5813","Veterinary Technology Clinical Orientation",44400,"VM",0,0,0
"5814","Methods for Teaching Family and Consumer Sciences",44400,"EDCI",0,0,0
"5815","Statistical Process Control",44400,"FS",0,0,0
"5816","Arboricultural Practices",44400,"FNR",0,0,0
"5817","Milton",44400,"ENGL",0,0,0
"5818","Motor Function In Older Adults",44400,"HK",0,0,0
"5819","Dairy Management",44400,"ANSC",0,0,0
"5820","Human Genetics",44400,"BIOL",0,0,0
"5821","Computer-Aided Design And Prototyping",44400,"ME",0,0,0
"5822","Human Resources Management",44428,"MGMT",0,0,0
"5823","Principles Of Epidemiology",44500,"HK",0,0,0
"5824","Advanced Internetwork Routing And Switching",44500,"CNIT",0,0,0
"5825","Strategic Analysis Of Horticultural Production And Marketing",44500,"HORT",0,0,0
"5826","Urban Forest Issues",44500,"FNR",0,0,0
"5827","Aircraft Electronics",44500,"AT",0,0,0
"5828","Materials Engineering Systems Analysis And Design",44500,"MSE",0,0,0
"5829","Video Game Design And Development",44500,"CGT",0,0,0
"5830","Commercial Poultry Management",44500,"ANSC",0,0,0
"5831","Veterinary Technology Senior Project",44500,"VM",0,0,0
"5832","Aircraft Elecronics",44502,"AT",0,0,0
"5833","Greek Historians",44600,"GREK",0,0,0
"5834","Companion Animal Management",44600,"ANSC",0,0,0
"5835","Post-Production And Special Effects For Computer Animation",44600,"CGT",0,0,0
"5836","Applied Industrial Hygiene",44600,"HSCI",0,0,0
"5837","Directed Observation For Family And Consumer Sciences",44600,"EDCI",0,0,0
"5838","Food Process Automation",44600,"FS",0,0,0
"5839","Six Sigma Quality",44600,"IT",0,0,0
"5840","Roman Historians",44600,"LATN",0,0,0
"5841","Integrated Plant Health Management For Ornamental Plants",44600,"BTNY",0,0,0
"5842","Integrated Plant Health Management For Ornamental Plants",44600,"ENTM",0,0,0
"5843","Molecular Bacterial Pathogenesis",44600,"BIOL",0,0,0
"5844","Career Transition To Professional Nursing",44601,"NUR",0,0,0
"5845","Evidence-Based Practice And Research In Professional Nursing",44602,"NUR",0,0,0
"5847","Progression To Professional Nursing",44603,"NUR",0,0,0
"5848","Negotiation And Decision Making",44690,"MGMT",0,0,0
"5849","The Television Documentary",44700,"COM",0,0,0
"5850","Food Processing II Laboratory",44700,"FS",0,0,0
"5851","Vertebrate Population Dynamics",44700,"FNR",0,0,0
"5852","Competitive Strategy",44710,"MGMT",0,0,0
"5853","Introduction To Relational Database Systems",44800,"CS",0,0,0
"5854","Therapeutic Case Studies",44800,"CLPH",0,0,0
"5855","Multidisciplinary Design Of Systems And Devices For Physiology Measurements",44800,"BIOL",0,0,0
"5856","Technology Strategy",44810,"MGMT",0,0,0
"5857","Introduction To Psychiatric Pharmacy Practice",44900,"CLPH",0,0,0
"5858","Senior Design Proposal",44900,"NUCL",0,0,0
"5859","Introduction To Clinical Practice In Communication Disorders",44900,"SLHS",0,0,0
"5860","Soil Conservation and Water Management",45000,"AGRY",0,0,0
"5861","Introduction To Institutional Pharmacy Practice",45000,"PHPR",0,0,0
"5862","Production Cost Analysis",45000,"IT",0,0,0
"5863","Internship In Film/Video/Media Production",45000,"FVS",0,0,0
"5864","Introduction To Aural Rehabilitation Across The Lifespan",45000,"SLHS",0,0,0
"5865","Metalogic",45000,"PHIL",0,0,0
"5866","Christian Ethics",45000,"REL",0,0,0
"5867","Spacecraft Design",45000,"AAE",0,0,0
"5868","Design And Analysis Of Processing Systems",45000,"CHE",0,0,0
"5870","Intermediate Laboratory",45000,"PHYS",0,0,0
"5871","Supervised Teaching In Inclusive Programs For Young Children",45000,"CDFS",0,0,0
"5872","Soil Conservation And Water Management",45000,"NRES",0,0,0
"5873","Algebra Honors",45000,"MA",0,0,0
"5874","Finite Element Method In Design And Optimization",45000,"ABE",0,0,0
"5875","Design In Nuclear Engineering",45000,"NUCL",0,0,0
"5876","Animals In Emergencies-Disaster Management",45000,"VM",0,0,0
"5877","Gender Roles In Modern Society",45000,"SOC",0,0,0
"5879","Supervised Teaching In Inclusive Programs For Young Children",45000,"HDFS",0,0,0
"5880","Professional Practices",45000,"CGT",0,0,0
"5881","Clinical Applications Of Sport III",45000,"HK",0,0,0
"5882","International Agricultural Trade",45000,"AGEC",0,0,0
"5883","Project Management For Organizational And Human Resource Development",45000,"OLS",0,0,0
"5884","Clinical Biochemistry",45100,"HSCI",0,0,0
"5885","Aircraft Design",45100,"AAE",0,0,0
"5886","Applied Econometrics",45100,"AGEC",0,0,0
"5887","Contemporary Topics In Life Skills",45100,"VM",0,0,0
"5888","Christology",45100,"REL",0,0,0
"5889","Industrial Practical Training",45100,"IPPH",0,0,0
"5890","Pharmacy Practical Training",45100,"CLPH",0,0,0
"5891","Strategic Management",45100,"MGMT",0,0,0
"5892","Airport Operations",45100,"AT",0,0,0
"5893","Monetary Analysis For Industrial Decisions",45100,"IET",0,0,0
"5894","Italian Renaissance Art",45100,"AD",0,0,0
"5895","Manufacturing Quality Control",45100,"MET",0,0,0
"5896","Game Theory",45100,"ECON",0,0,0
"5897","Machine Design II",45200,"ME",0,0,0
"5898","Managing Human Resources In Veterinary Medicine",45200,"VM",0,0,0
"5899","Northern Renaissance Art",45200,"AD",0,0,0
"5900","Aquaculture",45200,"FNR",0,0,0
"5901","Aviation Global Experience Seminar",45200,"AT",0,0,0
"5902","Manufacturing Strategy And Process Innovation",45200,"MGMT",0,0,0
"5904","Systematic Theology",45200,"REL",0,0,0
"5905","Clinical Chemistry",45200,"HSCI",0,0,0
"5906","Advanced Primary Literature Evaluation: A Focus On Therapeutic Issues",45300,"CLPH",0,0,0
"5907","Food Chemistry",45300,"NUTR",0,0,0
"5908","Matrix Methods In Aerospace Structures",45300,"AAE",0,0,0
"5909","Motor Coordination And Development",45300,"HK",0,0,0
"5910","Fundamentals Of Nanoelectronics",45300,"ECE",0,0,0
"5911","Clinical Hematology",45300,"HSCI",0,0,0
"5912","Elements Of Algebra I",45300,"MA",0,0,0
"5913","Fish Physiology",45300,"FNR",0,0,0
"5914","The Role Of The Clinical Research Technician",45300,"VM",0,0,0
"5915","Reporting Of Science News",45300,"COM",0,0,0
"5916","Food Chemistry",45300,"FS",0,0,0
"5917","Clinical Immunohematology",45400,"HSCI",0,0,0
"5918","Gender And Diversity In Management",45400,"OLS",0,0,0
"5919","Modern Architecture",45400,"AD",0,0,0
"5920","Career Assessment And Professional Development",45400,"HDFS",0,0,0
"5921","Design Of Aerospace Structures",45400,"AAE",0,0,0
"5922","Transport Processes In Biological And Food Process Systems",45400,"ABE",0,0,0
"5923","Human Factors In Aviation",45400,"AT",0,0,0
"5924","Food Chemistry Laboratory",45400,"FS",0,0,0
"5925","Galois Theory",45400,"MA",0,0,0
"5926","Advanced Practice In Psychiatric Pharmacy",45400,"CLPH",0,0,0
"5927","Career Assessment And Professional Development",45400,"CDFS",0,0,0
"5928","Animal Rehabilitation And Physiotherapy",45400,"VM",0,0,0
"5929","Fisheries Science And Management",45400,"FNR",0,0,0
"5930","Fish Ecology",45500,"FNR",0,0,0
"5931","Network Security",45500,"CNIT",0,0,0
"5932","Clinical Microbiology",45500,"HSCI",0,0,0
"5933","Agricultural Law",45500,"AGEC",0,0,0
"5934","Integrated Circuit Engineering",45500,"ECE",0,0,0
"5935","Modern Iraq",45500,"HIST",0,0,0
"5936","Cereal Chemistry And Processing",45500,"FS",0,0,0
"5937","Equine Behavior For The Veterinary Technician",45500,"VM",0,0,0
"5938","Vehicle Design And Fabrication",45500,"ME",0,0,0
"5939","Field Experience In Child Development And Family Studies",45500,"CDFS",0,0,0
"5940","Human Services Capstone Internship",45500,"HDFS",0,0,0
"5941","Construction Company Management",45500,"BCM",0,0,0
"5943","Medicare In Pharmacy Practice",45500,"PHPR",0,0,0
"5944","Legal Background For Business I",45500,"MGMT",0,0,0
"5945","Process Dynamics And Control",45600,"CHE",0,0,0
"5946","Advanced Web Programming, Development And Data Integration",45600,"CGT",0,0,0
"5947","Programming Languages",45600,"CS",0,0,0
"5948","Legal Foundations For Business II",45600,"MGMT",0,0,0
"5949","Digital Integrated Circuit Analysis And Design",45600,"ECE",0,0,0
"5950","Advertising Writing",45600,"COM",0,0,0
"5951","Advanced Ophthalmology For Veterinary Technicians",45600,"VM",0,0,0
"5952","Leadership In A Global Environment",45600,"OLS",0,0,0
"5953","Pharmaceutical Care Of Diabetes",45600,"CLPH",0,0,0
"5954","Wireless Security And Management",45600,"CNIT",0,0,0
"5955","Federal Income Tax Law",45600,"AGEC",0,0,0
"5956","Pharmaceutical Care In Developing Countries",45700,"CLPH",0,0,0
"5957","Advanced Neurology For Veterinary Medicine",45700,"VM",0,0,0
"5958","Air Pollution Control And Design",45700,"CE",0,0,0
"5959","Technology Policy And Law",45700,"TLI",0,0,0
"5960","Transport Operations In Food And Biological Engineering I",45700,"ABE",0,0,0
"5961","Clinical Parasitology",45700,"HSCI",0,0,0
"5962","Construction Safety",45701,"BCM",0,0,0
"5963","Motor Control Learning-Honors",45800,"HK",0,0,0
"5964","Puppetry",45800,"THTR",0,0,0
"5965","Clinical Serology",45800,"HSCI",0,0,0
"5966","Development And Family Science Capstone Internship",45800,"HDFS",0,0,0
"5967","Leadership For Competitive Advantage",45800,"TLI",0,0,0
"5970","Biomedical Informatics",45800,"CNIT",0,0,0
"5971","Assistive Technology",45900,"EDPS",0,0,0
"5972","Airport Manager Certification",45900,"AT",0,0,0
"5973","International Management",45900,"MGMT",0,0,0
"5974","Geometry",46000,"MA",0,0,0
"5975","Strategies For Teaching Individuals With Disabilities",46000,"EDPS",0,0,0
"5976","Building Information Modeling For Commercial Construction",46000,"CGT",0,0,0
"5977","Teaching Design And Innovation II",46000,"TLI",0,0,0
"5978","Drug Discovery And Development I",46000,"PHRM",0,0,0
"5979","Introduction To Assessment Audiology",46000,"SLHS",0,0,0
"5980","Interns For Indiana Seminar",46000,"ENTR",0,0,0
"5981","Sensors And Process Control",46000,"ABE",0,0,0
"5982","Project Design And Development",46000,"ECET",0,0,0
"5983","Introduction To Controlled Thermonuclear Fusion",46000,"NUCL",0,0,0
"5984","Agricultural Publishing",46000,"YDAE",0,0,0
"5985","American Colonial History",46000,"HIST",0,0,0
"5986","International Natural Resources Summer Program",46000,"FNR",0,0,0
"5987","Clinical Urinalysis",46000,"HSCI",0,0,0
"5989","High Performance Computing Systems",46000,"CNIT",0,0,0
"5990","Quantum Mechanics I Honors",46000,"PHYS",0,0,0
"5991","Judicial Politics",46000,"POL",0,0,0
"5992","The Revolutionary Era, 1763 To 1800",46100,"HIST",0,0,0
"5993","Drug Discovery And Development II",46100,"PHRM",0,0,0
"5994","Residential Design Build",46100,"BCM",0,0,0
"5995","Engineering/Technology Teacher Lab Planning",46100,"TLI",0,0,0
"5996","Laboratory In Medical Nutrition Therapy",46100,"FN",0,0,0
"5997","Interns For Indiana Experience",46100,"ENTR",0,0,0
"5998","Constitutional Law I",46100,"POL",0,0,0
"5999","International Capstone Project Execution",46100,"ECET",0,0,0
"6000","Student Teach Dual License",46100,"EDPS",0,0,0
"6001","Biomedical Engineering",46100,"CHE",0,0,0
"6003","Laboratory In Medical Nutrition Therapy",46100,"NUTR",0,0,0
"6004","Quantum Mechanics II Honors",46100,"PHYS",0,0,0
"6005","Roadway And Pavement Design",46100,"CE",0,0,0
"6006","Industrial Organization",46100,"ECON",0,0,0
"6007","Revolutionary Era 1763-1800: Writing Intensive",46102,"HIST",0,0,0
"6008","Advanced Manufacturing Planning And Control Systems",46200,"MGMT",0,0,0
"6009","Elementary Differential Geometry",46200,"MA",0,0,0
"6010","Metabolism",46200,"BCHM",0,0,0
"6011","Intermediate Organic Chemistry",46200,"CHM",0,0,0
"6012","Methods Of Teaching Engineering/Technology Education",46200,"TLI",0,0,0
"6013","Advanced Strategies For Teaching Individuals With Disabilities",46200,"EDPS",0,0,0
"6014","The Bible As Literature: The Old Testament",46200,"ENGL",0,0,0
"6015","Applications Of Construction Documentation II",46200,"CGT",0,0,0
"6016","Metalsmithing",46200,"AD",0,0,0
"6017","Constitutional Law II",46200,"POL",0,0,0
"6018","Applications Of Chemical Engineering Principles",46300,"CHE",0,0,0
"6019","Creation Of American Legal Culture",46300,"HIST",0,0,0
"6020","Introduction To Computer Communication Networks",46300,"ECE",0,0,0
"6021","Engineering Design",46300,"ME",0,0,0
"6022","Macromolecular Machines",46300,"BCHM",0,0,0
"6023","Highway Transportation Characteristics",46300,"CE",0,0,0
"6024","Special Project",46300,"VM",0,0,0
"6025","The Bible As Literature: The New Testament",46300,"ENGL",0,0,0
"6026","Research Ethics In Psychological Sciences",46400,"PSY",0,0,0
"6027","Clinical Pharmacology And Toxicology For Veterinary Technologists",46400,"BMS",0,0,0
"6028","Management Of Professional Practice",46400,"PHAD",0,0,0
"6029","American Political Communication",46400,"COM",0,0,0
"6030","Soil Physical Properties",46500,"AGRY",0,0,0
"6031","Laboratory In Engagement",46500,"FN",0,0,0
"6032","Professional Practice",46500,"AD",0,0,0
"6033","Philosophy Of Language",46500,"PHIL",0,0,0
"6034","Research Methods",46500,"HK",0,0,0
"6035","Laboratory In Engagement",46500,"NUTR",0,0,0
"6036","The Civil War And Reconstruction, 1850 To 1877",46500,"HIST",0,0,0
"6037","Biochemistry Of Life Processes",46500,"BCHM",0,0,0
"6038","Introduction To Laboratory Education And Management",46500,"HSCI",0,0,0
"6039","Senior Software Development Project",46500,"CNIT",0,0,0
"6040","Civil War And Reconstruction 1850-1877: Writing Intensive",46502,"HIST",0,0,0
"6041","International Economics",46600,"ECON",0,0,0
"6042","Cultural Encounters",46600,"ENGL",0,0,0
"6043","Service Learning",46700,"OLS",0,0,0
"6044","Diagnostic Instrumentation",46700,"VCS",0,0,0
"6045","Food Analysis",46700,"FS",0,0,0
"6046","Recent American History",46800,"HIST",0,0,0
"6047","Advanced Exercise Physiology II",46800,"HK",0,0,0
"6048","Introduction To Compilers And Translation Engineering",46800,"ECE",0,0,0
"6049","Problems In Theatre Design",46800,"THTR",0,0,0
"6050","Printmaking III",46800,"AD",0,0,0
"6052","Recent American History: Writing Intensive",46802,"HIST",0,0,0
"6053","Principles Of Pharmacy Practice",46900,"CLPH",0,0,0
"6054","Exercise Testing And Prescription In Special Populations",46900,"HK",0,0,0
"6055","Black Civil Rights Movement",46900,"HIST",0,0,0
"6056","Operating Systems Engineering",46900,"ECE",0,0,0
"6057","Food Analysis Laboratory",46900,"FS",0,0,0
"6058","Teaching Design And Innovation II",47000,"IT",0,0,0
"6059","Theories Of Rhetoric And Composition",47000,"ENGL",0,0,0
"6060","Livestock Judging",47000,"ANSC",0,0,0
"6061","Manufacturing Processes II",47000,"IE",0,0,0
"6062","Advanced Studies In Textiles",47000,"AD",0,0,0
"6063","Wine Appreciation",47000,"FS",0,0,0
"6064","Fundamentals Of Planning",47000,"FNR",0,0,0
"6065","Women And Leadership",47000,"ENTR",0,0,0
"6066","The Management Of Advanced Manufacturing Organizations",47000,"OBHR",0,0,0
"6067","Curricular Practical Training",47000,"ECE",0,0,0
"6068","Structural Steel Design",47000,"CE",0,0,0
"6069","Nonprescription Drugs",47000,"PHPR",0,0,0
"6070","Fuel Cell Engineering",47000,"NUCL",0,0,0
"6071","Women And Health In America",47005,"HIST",0,0,0
"6072","Behavioral Economics",47100,"ECON",0,0,0
"6073","Managing The Technology Education Laboratory",47100,"IT",0,0,0
"6074","Pathophysiology And Therapeutics I",47100,"CLPH",0,0,0
"6075","Parenteral Products",47100,"IPPH",0,0,0
"6076","Dairy Judging",47100,"ANSC",0,0,0
"6077","Introduction to Artificial Intelligence",47100,"CS",0,0,0
"6078","National Security Affairs I",47100,"AFT",0,0,0
"6079","Advanced Composite Technology",47200,"AT",0,0,0
"6080","Methods Of Teaching Technology Education",47200,"IT",0,0,0
"6081","Jurisprudence",47200,"PHAD",0,0,0
"6082","Horse Judging",47200,"ANSC",0,0,0
"6083","History Of Mexico",47200,"HIST",0,0,0
"6084","Advanced Spreadsheet Modeling And Simulation",47200,"MGMT",0,0,0
"6085","Air Force ROTC Leadership Laboratory VII",47200,"AFT",0,0,0
"6086","Sport And Exercise Psychology II",47200,"HK",0,0,0
"6087","Actuarial Models- Life Contingencies",47201,"STAT",0,0,0
"6088","Web Information Search And Management",47300,"CS",0,0,0
"6089","Actuarial Models II",47300,"STAT",0,0,0
"6090","Reinforced Concrete Design",47300,"CE",0,0,0
"6091","History Of The South",47300,"HIST",0,0,0
"6092","Introduction To Artificial Intelligence",47300,"ECE",0,0,0
"6093","Blacks In Hollywood Film",47300,"AAS",0,0,0
"6094","Selection And Performance Appraisal In Organizations",47300,"PSY",0,0,0
"6095","Introduction To Arbitrage-Free Pricing Of Financial Derivatives",47301,"STAT",0,0,0
"6096","Structural Analysis II",47400,"CE",0,0,0
"6097","Sedimentation And Stratigraphy",47400,"EAS",0,0,0
"6098","Industrial Control Systems",47400,"IE",0,0,0
"6099","Sedimentation And Stratigraphy",47400,"EAPS",0,0,0
"6100","Digital Communications",47400,"ECET",0,0,0
"6101","Research Methods In African American Studies",47400,"AAS",0,0,0
"6102","Microphage Based Detection",47500,"FS",0,0,0
"6103","Spanish Frontier In North America",47500,"HIST",0,0,0
"6104","Biopharmaceutics And Pharmacokinetics I",47500,"IPPH",0,0,0
"6105","Work Motivation And Job Satisfaction",47500,"PSY",0,0,0
"6106","Construction Costs",47500,"BCM",0,0,0
"6107","Industrial Practice V",47500,"MET",0,0,0
"6109","Aviation Law",47500,"AT",0,0,0
"6110","Automatic Control Systems",47500,"ME",0,0,0
"6111","Olympic Games: Ancient And Modern",47600,"HK",0,0,0
"6112","Professional Practice Of Landscape Architecture",47600,"LA",0,0,0
"6113","The Civil War In Myth And Memory",47600,"HIST",0,0,0
"6114","Compensation Planning And Management",47600,"OLS",0,0,0
"6115","Aircraft Gas Turbine Engine Technology II",47600,"AT",0,0,0
"6116","Native American Women's History",47700,"HIST",0,0,0
"6117","Conflict Management",47700,"OLS",0,0,0
"6118","Digital Systems Senior Project",47700,"ECE",0,0,0
"6119","Aircraft Maintenance Practicum",47700,"AT",0,0,0
"6120","Native American Women's History: Writing Intensive",47702,"HIST",0,0,0
"6121","Introduction to Bioinformatics",47800,"BIOL",0,0,0
"6122","Internship In Art And Design",47800,"AD",0,0,0
"6123","Introduction to Bioinformatics",47800,"CS",0,0,0
"6124","Staffing Organizations",47900,"OLS",0,0,0
"6125","Design Of Building Components And Systems",47900,"CE",0,0,0
"6126","American Representations Of The Middle East And North Africa",47900,"HIST",0,0,0
"6127","Loss Models",47900,"STAT",0,0,0
"6128","Control Tower Operator",47900,"AT",0,0,0
"6129","Senior Participation In Vertically Integrated Projects (VIP) In Electrical And Computer Engineering",47900,"ECE",0,0,0
"6130","American Representations Of Mid East Writing Intensive",47902,"HIST",0,0,0
"6131","Nuclear Engineering Technical Communications",48000,"NUCL",0,0,0
"6132","Medical Nutrition Therapy I",48000,"NUTR",0,0,0
"6133","Project Planning For Integration",48000,"MFET",0,0,0
"6134","Spanish Civilization",48000,"SPAN",0,0,0
"6135","Japanese Civilization",48000,"JPNS",0,0,0
"6136","Agricultural Communication Capstone Seminar",48000,"YDAE",0,0,0
"6137","Managing Information Technology Projects",48000,"CNIT",0,0,0
"6138","Potters And Society In Antiquity",48000,"CLCS",0,0,0
"6139","Feminist Theory",48000,"WOST",0,0,0
"6140","Seminar In Animal Welfare And Human-Animal Interaction",48000,"CPB",0,0,0
"6141","Environmental And Ecological Engineering Senior Design",48000,"EEE",0,0,0
"6142","Plant Genetics",48000,"AGRY",0,0,0
"6143","German Civilization",48000,"GER",0,0,0
"6144","Feminist Theory",48000,"WGSS",0,0,0
"6145","Entrepreneurship Capstone",48000,"ENTR",0,0,0
"6146","French Civilization",48000,"FR",0,0,0
"6147","Self-Care Pharmacy Practice I",48000,"PHPR",0,0,0
"6148","Financial Counseling and Planning Internship",48000,"CSR",0,0,0
"6149","Russian Civilization",48000,"RUSS",0,0,0
"6150","Aviation Safety Problems",48100,"AT",0,0,0
"6151","Medical Nutrition Therapy II",48100,"NUTR",0,0,0
"6152","Ethics And Compliance in Financial Counseling & Planning",48100,"CSR",0,0,0
"6153","Integration Of Manufacturing Systems",48100,"MFET",0,0,0
"6154","Spanish Culture",48100,"SPAN",0,0,0
"6156","National Security Affairs II",48100,"AFT",0,0,0
"6157","Advanced Problem-Solving Seminar",48100,"MA",0,0,0
"6158","Contemporary Issues in Animal Sciences",48100,"ANSC",0,0,0
"6159","Eukaryotic Genetics",48100,"BIOL",0,0,0
"6160","Consulting For Emerging Enterprises",48100,"ENTR",0,0,0
"6161","Incident Response Mgmt",48101,"CNIT",0,0,0
"6170","Air Force ROTC Leadership Laboratory VIII",48200,"AFT",0,0,0
"6171","Food Science Senior Seminar",48200,"FS",0,0,0
"6172","Sexual Diversity In Global Perspectives",48200,"ANTH",0,0,0
"6173","Latin American Civilization",48200,"SPAN",0,0,0
"6174","Interdisciplinary Studies In Sexuality: Scholarship On Lesbian And Gay Issues",48200,"WGSS",0,0,0
"6175","Self-Care Pharmacy Practice II",48200,"PHPR",0,0,0
"6176","Venture Planning Capstone",48200,"ENTR",0,0,0
"6177","Feminisms In Global Perspective",48300,"WGSS",0,0,0
"6178","Digital Control Systems Analysis And Design",48300,"ECE",0,0,0
"6180","Global Feminisms",48300,"WOST",0,0,0
"6181","Self-Care Pharmacy Practice III",48300,"PHPR",0,0,0
"6182","Republican Rome",48300,"CLCS",0,0,0
"6183","Network Fundamentals With Microcontrollers",48300,"ECET",0,0,0
"6184","Latin American Culture",48300,"SPAN",0,0,0
"6185","Geotechnical Engineering II",48300,"CE",0,0,0
"6186","Facility Design For Lean Manufacturing",48300,"IT",0,0,0
"6187","Great Issues: Environmental And Conservation Biology",48300,"BIOL",0,0,0
"6188","Introduction To The Theory Of Computation",48300,"CS",0,0,0
"6189","Design For Computer Numerical Controlled Manufacturing",48400,"FNR",0,0,0
"6190","The Psychology Of Consciousness",48400,"PSY",0,0,0
"6191","Management New Entrepreneurship",48400,"MGMT",0,0,0
"6192","Leadership Strategies For Quality And Productivity",48400,"OLS",0,0,0
"6193","Seminar On Teaching College Algebra And Trigonometry",48400,"MA",0,0,0
"6194","Consumer Investment And Savings Decisions",48400,"CSR",0,0,0
"6195","Self-Care Pharmacy Practice IV",48400,"PHPR",0,0,0
"6196","Multidisciplinary Engineering Design Methodology",48400,"IDE",0,0,0
"6197","Project Planning And Management",48400,"ABE",0,0,0
"6198","Integrated Production Systems II",48400,"IE",0,0,0
"6199","Sustainable Furniture Design For CNC Manufacturing",48410,"FNR",0,0,0
"6200","Legal Aspects Of Construction Engineering",48500,"CEM",0,0,0
"6201","Multidisciplinary Engineering Design Project",48500,"IDE",0,0,0
"6203","Intercultural And Global Health Issues",48500,"PHRM",0,0,0
"6204","Dairy Farm Evaluation",48500,"ANSC",0,0,0
"6205","Case Studies In Financial Planning",48500,"CSR",0,0,0
"6206","History Of Contemporary Interiors",48500,"AD",0,0,0
"6207","History Of Pres Comm",48500,"HIST",0,0,0
"6208","Health Physics Internship",48500,"HSCI",0,0,0
"6209","Agricultural Engineering Project Management And Design",48500,"ABE",0,0,0
"6211","Retirement Planning And Employee Benefits",48600,"CSR",0,0,0
"6212","Work Analysis And Design II",48600,"IE",0,0,0
"6214","Beyond Ecstasy: A Guide To Street Drugs",48600,"PHPR",0,0,0
"6215","Agricultural Engineering Design",48600,"ABE",0,0,0
"6216","Cooperative Work Experience V",48700,"CHM",0,0,0
"6217","Professional Practice V",48700,"PHYS",0,0,0
"6218","Professional Practicum V",48700,"MA",0,0,0
"6219","Professional Practice V",48700,"CS",0,0,0
"6220","Cooperative Work Experience V",48700,"STAT",0,0,0
"6221","Leadership Philosophy",48700,"OLS",0,0,0
"6222","Transport Aircraft Simulation Laboratory",48700,"AT",0,0,0
"6223","Database Administration",48700,"CNIT",0,0,0
"6224","Dietary Supplements",48700,"PHPR",0,0,0
"6225","Multidisciplinary Engineering Senior Professional Development",48700,"IDE",0,0,0
"6227","Construction Capstone",48701,"BCM",0,0,0
"6228","Data Warehousing",48800,"CNIT",0,0,0
"6229","Preliminary Senior Project Design",48800,"BME",0,0,0
"6230","Interdisciplinary Case Discussions In Health Care",48800,"PHPR",0,0,0
"6231","Internship In Professional Writing",48800,"ENGL",0,0,0
"6232","Topics In Nutrition, Fitness, And Health",48800,"NUTR",0,0,0
"6233","History Of Sexual Regulation In The United States",48800,"HIST",0,0,0
"6234","Global Environmental Issues",48800,"FNR",0,0,0
"6235","Electronic Commerce And Information Strategies",48800,"MGMT",0,0,0
"6236","Professional Internship",48900,"AGEC",0,0,0
"6237","Research Internship In Sociology",48900,"SOC",0,0,0
"6238","Complementary And Alternative Medicine",48900,"PHPR",0,0,0
"6239","Research Experience In Communication",48900,"COM",0,0,0
"6240","Senior Design Project Lab",48900,"BME",0,0,0
"6241","Stonesetting",49000,"AD",0,0,0
"6242","Research Language Lab",49000,"LING",0,0,0
"6243","Prof Prog Lab Teaching Exp",49000,"PHRM",0,0,0
"6244","Inter Development Strategies",49000,"AGR",0,0,0
"6245","Clinical Practicum",49000,"HSCI",0,0,0
"6246","Attachment Research",49000,"HDFS",0,0,0
"6248","Eval Landscape Sustainability",49000,"LA",0,0,0
"6249","Traj Opt With Shape Chg-Honors",49000,"AAE",0,0,0
"6251","Terrorism In The Movies",49000,"LC",0,0,0
"6252","Group Fitness Leadership",49000,"HK",0,0,0
"6254","Human Performance Modeling Res",49000,"IE",0,0,0
"6255","Nanocrystals",49000,"IPPH",0,0,0
"6257","Business Negotiations",49000,"MGMT",0,0,0
"6259","RJ Systems & Simulation",49000,"AT",0,0,0
"6264","Foundations Integrated STEM Ed",49000,"EDCI",0,0,0
"6267","Undergrad Research",49000,"CS",0,0,0
"6268","Dev Agri Client Relations",49000,"YDAE",0,0,0
"6275","Biometric Usability",49000,"IT",0,0,0
"6276","Senior Level Special Topics In Entrepreneurship And Innovation",49000,"ENTR",0,0,0
"6281","Life Contingencies II",49000,"STAT",0,0,0
"6283","Visual Effect Dist Learning II",49000,"CGT",0,0,0
"6287","Topolgy",49000,"MA",0,0,0
"6290","Dark Matter",49000,"PHYS",0,0,0
"6301","Advancing Tomorrow's Leaders",49000,"GS",0,0,0
"6309","Animals In Disaster",49000,"VM",0,0,0
"6310","Pharmacy Practice Teaching Exp",49000,"PHPR",0,0,0
"6315","Research In Chemical Biology",49000,"MCMP",0,0,0
"6321","Big Ten Producing/Directing",49000,"FVS",0,0,0
"6322","Individual Research And Teaching Experience",49000,"EDPS",0,0,0
"6327","Korean Purdue Software Project",49000,"CNIT",0,0,0
"6339","NSAC Intership",49000,"COM",0,0,0
